flybase_gene_id	gene_name	chromosome	start	end	gene_length
FBgn0038079	NijC	3R	12695129	12697379	1334
FBgn0016693	Past1	3R	12697322	12704875	2896
FBgn0038080	CG12279	3R	12705094	12705818	601
FBgn0002905	PolQ	3R	12705523	12712299	6420
FBgn0002719	Men	3R	12713103	12722442	3074
FBgn0038082	Ugt37A2	3R	12739642	12741417	1710
FBgn0038083	Ugt37A3	3R	12741958	12743680	1667
FBgn0038088	CG10126	3R	12855544	12859246	978
FBgn0038092	beat-Vb	3R	12916056	12934813	1892
FBgn0040493	grsm	3R	12950042	12967712	2435
FBgn0087021	Spc25	3R	12961745	12963249	968
FBgn0038095	Cyp304a1	3R	12963791	12965923	1716
FBgn0038097	CG14384	3R	12965938	12967712	1213
FBgn0038098	CG7381	3R	12967775	12977471	3501
FBgn0038099	CG7091	3R	12978000	12980535	1880
FBgn0038100	Paip2	3R	12980792	12985488	2039
FBgn0051342	CG31342	3R	12986041	12991543	4054
FBgn0038102	CG14383	3R	12987376	12988511	1136
FBgn0041710	yellow-f	3R	12991449	12993201	1439
FBgn0038105	yellow-f2	3R	12993395	12995147	1462
FBgn0038106	CG7488	3R	12995620	12996925	1249
FBgn0038107	CG17327	3R	12996876	12997726	851
FBgn0265083	CG44194	3R	12996876	12997726	851
FBgn0038108	CG7518	3R	12998089	13008404	8450
FBgn0038110	CG8031	3R	13008384	13011310	1318
FBgn0038109	CG11656	3R	13009895	13011086	1113
FBgn0020496	CtBP	3R	13011649	13026275	6448
FBgn0283438	CG46280	3R	13026283	13030659	3052
FBgn0283439	CG46281	3R	13028920	13030307	1321
FBgn0002354	l(3)87Df	3R	13030913	13031598	551
FBgn0003308	ry	3R	13032528	13038020	4337
FBgn0038113	CG11668	3R	13038375	13040184	1349
FBgn0003450	snk	3R	13040165	13042770	1435
FBgn0038114	CG11670	3R	13042050	13044086	1418
FBgn0001217	Hsc70-2	3R	13044759	13047388	2174
FBgn0038115	CG7966	3R	13049398	13051453	1557
FBgn0260962	pic	3R	13052245	13056725	3881
FBgn0004666	sim	3R	13057755	13078124	3547
FBgn0038118	timeout	3R	13088651	13163876	4337
FBgn0260793	2mit	3R	13121951	13155687	8905
FBgn0038123	CG8508	3R	13185526	13186496	971
FBgn0000024	Ace	3R	13222951	13259517	8473
FBgn0040551	CG11686	3R	13260356	13262227	487
FBgn0038128	Ravus	3R	13262733	13264061	1269
FBgn0003598	Su(var)3-7	3R	13264364	13270038	5051
FBgn0038129	TBC1D5	3R	13269137	13272011	2318
FBgn0038130	CG8630	3R	13279721	13284527	2173
FBgn0038135	CG8773	3R	13294748	13298288	3145
FBgn0038136	CG8774	3R	13298768	13302334	3150
FBgn0052473	CG32473	3R	13302648	13312785	4559
FBgn0086371	Elp6	3R	13361816	13366910	1465
FBgn0027610	Dic1	3R	13364938	13369278	1879
FBgn0038142	CheA87a	3R	13369648	13370346	643
FBgn0023495	Lip3	3R	13370240	13371904	1434
FBgn0038143	CG9813	3R	13373104	13379775	2859
FBgn0038144	CG8870	3R	13379842	13381509	1535
FBgn0044511	mRpS21	3R	13381276	13381809	475
FBgn0038145	Droj2	3R	13382106	13385283	2373
FBgn0038146	CG9799	3R	13385648	13388709	2939
FBgn0038149	GILT1	3R	13398526	13401862	1122
FBgn0053977	Dpm3	3R	13402559	13403051	425
FBgn0000046	Act87E	3R	13425983	13428375	1989
FBgn0004049	yrt	3R	13428867	13434984	4464
FBgn0038156	side-IV	3R	13450590	13464184	5123
FBgn0038157	CG12538	3R	13522951	13523535	585
FBgn0051337	CG31337	3R	13543966	13545400	849
FBgn0038163	CG10841	3R	13631942	13634861	2406
FBgn0263396	sqd	3R	13634862	13646304	7745
FBgn0015778	rin	3R	13647004	13654527	5711
FBgn0010258	Rbp4	3R	13654556	13656394	1515
FBgn0004237	Hrb87F	3R	13656846	13660531	2759
FBgn0004587	B52	3R	13661311	13666891	4313
FBgn0038165	Task6	3R	13667046	13674542	4932
FBgn0038166	CG9588	3R	13675092	13676681	1226
FBgn0038167	Lkb1	3R	13676549	13679430	2627
FBgn0038168	omd	3R	13679440	13687210	3498
FBgn0024555	flfl	3R	13683921	13693905	5739
FBgn0038170	CG14367	3R	13694053	13695513	1204
FBgn0028487	f-cup	3R	13695263	13700838	3529
FBgn0002937	ninaB	3R	13700565	13703164	2164
FBgn0038172	Adgf-D	3R	13703084	13705402	1613
FBgn0038173	Adgf-C	3R	13706757	13709129	1737
FBgn0051469	Argp	3R	13709159	13709939	613
FBgn0040076	primo-2	3R	13710017	13711835	1336
FBgn0040077	primo-1	3R	13710017	13711835	1336
FBgn0085412	kmr	3R	13715207	13764667	14179
FBgn0259721	CG42375	3R	13779624	13780795	1117
FBgn0260464	CG9288	3R	13779624	13780795	1117
FBgn0038183	CG9286	3R	13780964	13782082	999
FBgn0000454	Dip-B	3R	13782288	13785676	2102
FBgn0266464	Nsf2	3R	13833497	13837991	3521
FBgn0051495	CG31495	3R	13838240	13839934	1695
FBgn0008646	E5	3R	13867345	13874916	2122
FBgn0016672	Ipp	3R	13958789	13960474	1402
FBgn0015270	Orc2	3R	13964885	13967075	1995
FBgn0264493	rdx	3R	13967061	14032057	6511
FBgn0038194	Cyp6d5	3R	14029228	14031483	1640
FBgn0038195	CG3061	3R	14032371	14035041	1981
FBgn0038196	CG9922	3R	14035018	14036398	1006
FBgn0038197	foxo	3R	14056945	14087978	4130
FBgn0038198	Npc2b	3R	14089517	14092425	922
FBgn0038199	CCHa1	3R	14092504	14096835	857
FBgn0038201	PK1-R	3R	14099832	14103122	2512
FBgn0038202	CG12402	3R	14104488	14108321	3476
FBgn0038203	Or88a	3R	14109445	14110823	1206
FBgn0038204	CG14357	3R	14111151	14112166	960
FBgn0038205	Kif19A	3R	14112451	14118450	2683
FBgn0020510	Abi	3R	14119262	14122420	2528
FBgn0038206	twf	3R	14122654	14124474	1377
FBgn0010340	140up	3R	14124163	14125548	1200
FBgn0262955	Polr2B	3R	14125791	14130111	4060
FBgn0038207	CG14356	3R	14130680	14132072	740
FBgn0038208	CG14355	3R	14148508	14151940	3292
FBgn0011582	Dop1R1	3R	14165379	14214810	14565
FBgn0038211	CG9649	3R	14215459	14217882	1713
FBgn0051326	CG31326	3R	14218136	14220205	1761
FBgn0053109	CG33109	3R	14220560	14221584	1025
FBgn0053329	Sp212	3R	14222074	14224155	1681
FBgn0027563	CG9631	3R	14225098	14226762	1449
FBgn0038213	CG9624	3R	14228018	14229145	1128
FBgn0262983	CG43291	3R	14234984	14244677	2154
FBgn0027083	MetRS-m	3R	14249043	14259991	4314
FBgn0262808	CG43179	3R	14256108	14256930	701
FBgn0038219	CG14839	3R	14262387	14263367	981
FBgn0003862	trx	3R	14263358	14286903	14052
FBgn0285913	red	3R	14289071	14302276	3003
FBgn0038221	IFT54	3R	14302428	14304458	1843
FBgn0003567	su(Hw)	3R	14304455	14308589	3682
FBgn0004855	Polr2I	3R	14309089	14310178	1035
FBgn0051321	CG31321	3R	14310362	14314412	2198
FBgn0011474	Set8	3R	14316038	14320494	4183
FBgn0038223	Afti	3R	14320191	14326689	5489
FBgn0038224	ATPsynE	3R	14326947	14327735	720
FBgn0003480	spn-B	3R	14328051	14329608	1384
FBgn0024321	NK7.1	3R	14329413	14372951	4373
FBgn0288976	Dnaaf5	3R	14358356	14361786	3431
FBgn0038225	soti	3R	14380663	14381699	1037
FBgn0285955	cv-c	3R	14391683	14481713	9760
FBgn0085417	natalisin	3R	14418593	14421865	1999
FBgn0038233	HtrA2	3R	14509049	14511712	2512
FBgn0038234	mRpL11	3R	14511838	14512691	734
FBgn0038235	CG8461	3R	14512639	14513637	883
FBgn0038237	Pde6	3R	14513901	14558304	6535
FBgn0051313	CG31313	3R	14566432	14567429	793
FBgn0038243	CG8066	3R	14567611	14568847	1173
FBgn0004629	Cys	3R	14569103	14569644	484
FBgn0038244	CG7987	3R	14570472	14575887	4416
FBgn0020299	stumps	3R	14577217	14608079	5599
FBgn0003169	put	3R	14619030	14625703	4013
FBgn0013981	His4r	3R	14625755	14626614	796
FBgn0038248	CG7886	3R	14626676	14642563	3436
FBgn0038247	Cad88C	3R	14630478	14641776	6745
FBgn0086686	l(3)L1231	3R	14642672	14655716	6264
FBgn0038250	CG3505	3R	14657447	14659228	1185
FBgn0038251	Hexim	3R	14659438	14661177	1548
FBgn0025808	Rad17	3R	14661176	14663197	1823
FBgn0038252	BigH1	3R	14663450	14664822	1279
FBgn0265140	Meltrin	3R	14664907	14697292	6854
FBgn0262127	kibra	3R	14697689	14724261	5750
FBgn0038256	CG7530	3R	14724760	14731509	2646
FBgn0011217	eff	3R	14732414	14741319	2375
FBgn0263929	jvl	3R	14741582	14795868	9425
FBgn0038257	smp-30	3R	14745901	14751246	1666
FBgn0038258	CG7362	3R	14751748	14754460	2654
FBgn0038260	CG14855	3R	14796305	14798474	1973
FBgn0038261	CG14856	3R	14798986	14801163	1999
FBgn0038262	CG14857	3R	14801773	14804342	2071
FBgn0266756	btsz	3R	14804092	14875488	17286
FBgn0038268	CG3631	3R	14879457	14882631	2776
FBgn0038269	Rrp6	3R	14882498	14886246	3233
FBgn0067628	CG33331	3R	14886456	14887739	1284
FBgn0067629	CG33332	3R	14886456	14889146	1315
FBgn0004597	CycC	3R	14889004	14890205	1142
FBgn0038271	UQCR-C1	3R	14890231	14892387	1632
FBgn0038272	Dph2	3R	14892392	14893954	1510
FBgn0038273	CG14860	3R	14894784	14896446	1603
FBgn0038274	Nup93-2	3R	14895703	14898372	2497
FBgn0038275	CG3817	3R	14898739	14899617	879
FBgn0038277	RpS5b	3R	14900432	14901563	951
FBgn0028662	VhaPPA1-1	3R	14902330	14904061	1352
FBgn0038279	Sdr	3R	14918628	14923083	4074
FBgn0038282	dpr9	3R	15054930	15077206	4826
FBgn0038285	CG6974	3R	15078530	15079285	756
FBgn0038286	CG6966	3R	15079320	15095631	4578
FBgn0261859	CG42788	3R	15095957	15131926	6686
FBgn0038290	CG6912	3R	15135138	15137004	1428
FBgn0038291	CG3984	3R	15137148	15139007	1731
FBgn0038292	CG3987	3R	15139958	15141715	1483
FBgn0266064	Glys	3R	15141843	15147531	3340
FBgn0038295	Gyc88E	3R	15150375	15191242	4824
FBgn0038296	Kpc1	3R	15191058	15196210	4431
FBgn0260659	CG42542	3R	15196598	15203074	2765
FBgn0028984	Spn88Ea	3R	15203069	15206447	1521
FBgn0038299	Spn88Eb	3R	15206703	15208762	1431
FBgn0038300	Mau2	3R	15209204	15211347	2086
FBgn0038301	CG6654	3R	15211277	15213658	2262
FBgn0038302	CG4210	3R	15213974	15214845	682
FBgn0038303	SIDL	3R	15214762	15218874	3634
FBgn0038304	CG12241	3R	15219256	15222371	2986
FBgn0051155	Polr2G	3R	15222251	15223180	759
FBgn0051344	CG31344	3R	15223378	15225329	1450
FBgn0263979	Caf1-55	3R	15225576	15227564	1828
FBgn0038306	Art3	3R	15227605	15229408	1804
FBgn0038307	mRpS10	3R	15229665	15230516	783
FBgn0085345	CG34316	3R	15230585	15231686	907
FBgn0045035	tefu	3R	15232212	15242236	8416
FBgn0266599	Hsc70-4	3R	15242687	15246614	2716
FBgn0038309	Amt	3R	15247163	15249137	1773
FBgn0259823	CG42404	3R	15250094	15257765	5536
FBgn0263740	eIF2gamma	3R	15257844	15263458	2203
FBgn0263755	Su(var)3-9	3R	15259864	15263458	2386
FBgn0014879	Set	3R	15263552	15265253	1169
FBgn0016691	ATPsynO	3R	15265591	15266690	802
FBgn0038311	CG14864	3R	15266684	15268538	1814
FBgn0038312	Zip88E	3R	15268662	15270532	1539
FBgn0000283	Cp190	3R	15270432	15275241	4293
FBgn0038313	CG4338	3R	15275522	15276474	953
FBgn0027378	MRG15	3R	15276440	15278109	1511
FBgn0011476	l(3)neo43	3R	15277981	15278668	627
FBgn0003721	Tm1	3R	15278220	15308779	9804
FBgn0266745	CG45218	3R	15290309	15290799	437
FBgn0004117	Tm2	3R	15310193	15315197	2613
FBgn0038315	CG14866	3R	15316471	15318285	1759
FBgn0038316	CG6276	3R	15318203	15320069	1806
FBgn0026441	ear	3R	15320756	15325279	3988
FBgn0038318	CG6236	3R	15325325	15328269	2416
FBgn0000533	ea	3R	15328729	15330408	1527
FBgn0038319	mRpL9	3R	15330738	15331588	794
FBgn0013269	Fkbp39	3R	15331584	15333133	1299
FBgn0038320	Cyfip	3R	15333266	15338365	4628
FBgn0038321	Nagk	3R	15337908	15343256	2091
FBgn0021750	SerRS-m	3R	15340667	15343218	2552
FBgn0019925	Surf4	3R	15343653	15346176	1641
FBgn0051301	CG31301	3R	15346205	15348012	1520
FBgn0261679	CG42726	3R	15348048	15350391	2285
FBgn0261680	CG42727	3R	15348048	15350391	2285
FBgn0266722	Trs33	3R	15350345	15350995	583
FBgn0038324	Tmtc4	3R	15351225	15353926	2702
FBgn0038325	Atg4b	3R	15353720	15356924	2665
FBgn0038326	Hibch	3R	15357229	15359263	1702
FBgn0026634	Cog2	3R	15358481	15361657	3015
FBgn0038327	Trax	3R	15361692	15362850	1109
FBgn0026737	CG6171	3R	15362796	15363857	1001
FBgn0085433	CG34404	3R	15363786	15367665	3263
FBgn0038330	CG14868	3R	15367816	15369945	1844
FBgn0038332	CG6136	3R	15370036	15372212	2177
FBgn0038331	Ccm3	3R	15371957	15374237	1589
FBgn0262483	Rbp	3R	15374635	15402543	9119
FBgn0038334	h-cup	3R	15381407	15382951	1545
FBgn0038337	CG6125	3R	15402598	15407070	2532
FBgn0041188	Atx2	3R	15408423	15417277	5786
FBgn0038339	CG6118	3R	15421108	15434738	4659
FBgn0000047	Act88F	3R	15439969	15442177	1595
FBgn0286071	AdamTS-A	3R	15442246	15476193	7745
FBgn0038342	B9d1	3R	15481906	15482904	881
FBgn0019940	Rh6	3R	15483158	15484699	1407
FBgn0038343	Trissin	3R	15484730	15485396	551
FBgn0038344	obe	3R	15486050	15493310	6970
FBgn0038345	maca	3R	15494602	15495620	1019
FBgn0264776	CG44014	3R	15507940	15508886	846
FBgn0264775	CG44013	3R	15508896	15509917	940
FBgn0051296	CG31296	3R	15530072	15531473	1288
FBgn0267408	AOX1	3R	15532137	15537292	4228
FBgn0038348	AOX2	3R	15537713	15542414	3950
FBgn0038349	AOX3	3R	15542748	15548188	4562
FBgn0038350	AOX4	3R	15548628	15552833	3832
FBgn0263041	CG43336	3R	15637168	15638181	840
FBgn0053207	pxb	3R	15666183	15690513	5086
FBgn0051446	CG31446	3R	15693086	15694194	884
FBgn0038353	CG5399	3R	15695241	15697142	1546
FBgn0038354	CG5404	3R	15704676	15708434	2762
FBgn0038360	CG9590	3R	15786703	15788339	1578
FBgn0038361	Uros2	3R	15788521	15789494	974
FBgn0000246	c(3)G	3R	15789473	15792579	2629
FBgn0038363	Acyp2	3R	15792688	15793487	619
FBgn0262527	nsl1	3R	15793782	15802102	6544
FBgn0038365	CG9593	3R	15802275	15803653	1270
FBgn0026616	alpha-Man-IIb	3R	15804248	15824118	6029
FBgn0003227	rec	3R	15823019	15832632	4131
FBgn0038366	CG4576	3R	15825747	15830321	2433
FBgn0263023	CG43318	3R	15832708	15833432	618
FBgn0263022	CG43317	3R	15833462	15834425	863
FBgn0038369	Arpc3A	3R	15834648	15836021	1123
FBgn0017567	ND-23	3R	15836048	15837117	819
FBgn0003483	spn-E	3R	15837419	15844415	4678
FBgn0038371	Pbp45	3R	15838146	15839515	1370
FBgn0265048	cv-d	3R	15844466	15853581	4744
FBgn0038373	CG4546	3R	15846534	15848436	1773
FBgn0038376	Hmt-1	3R	15853868	15857470	2986
FBgn0051183	CG31183	3R	15857871	15875939	5256
FBgn0038377	CG9632	3R	15860196	15861478	1283
FBgn0038380	CG14877	3R	15889194	15896078	1478
FBgn0027657	glob1	3R	15896926	15904643	1805
FBgn0051292	CR31292	3R	15906240	15906750	452
FBgn0038381	EndoU	3R	15908398	15910367	1645
FBgn0266566	CG45105	3R	15910372	15918007	5376
FBgn0038385	Fbxl7	3R	15920898	15932887	3176
FBgn0038387	blp	3R	15933847	15934940	967
FBgn0013334	Sap47	3R	15935100	15962124	6401
FBgn0051088	CG31088	3R	15950201	15950943	628
FBgn0286741	CG46383	3R	15950201	15950943	628
FBgn0038388	CG4287	3R	15962167	15963867	1648
FBgn0038389	CG5516	3R	15963884	15964761	811
FBgn0052856	CG32856	3R	15964678	15965351	620
FBgn0038390	Rbf2	3R	15965446	15968138	2693
FBgn0002783	mor	3R	15968134	15972913	3983
FBgn0022787	Hel89B	3R	15973298	15983451	6581
FBgn0003507	srp	3R	15986152	16004085	5831
FBgn0038391	GATAe	3R	16009105	16019133	3493
FBgn0003117	pnr	3R	16026079	16041796	4361
FBgn0038394	Jhbp4	3R	16043498	16044832	1047
FBgn0038395	Jhbp5	3R	16044747	16046130	1125
FBgn0024222	IKKbeta	3R	16046347	16049421	2488
FBgn0038396	CG5013	3R	16049670	16050693	973
FBgn0027948	msps	3R	16050801	16060675	7590
FBgn0038397	CG10185	3R	16060589	16067594	5379
FBgn0026059	Mhcl	3R	16068523	16098761	11176
FBgn0052855	CG32855	3R	16078980	16080992	2013
FBgn0038398	sxe2	3R	16083878	16087222	1829
FBgn0010379	Akt	3R	16099228	16105670	4889
FBgn0003319	Sb	3R	16116161	16145284	4180
FBgn0038400	Mic26-27	3R	16144401	16146855	2392
FBgn0038401	CG5916	3R	16147029	16149636	2396
FBgn0038402	Fer2	3R	16149369	16151312	1363
FBgn0063649	CG6006	3R	16154982	16171766	4384
FBgn0038404	CG8925	3R	16171991	16180475	2398
FBgn0038405	CG8927	3R	16181020	16186235	1454
FBgn0024491	Bin1	3R	16186156	16189564	3336
FBgn0086370	sra	3R	16186999	16197584	2372
FBgn0038407	CG6126	3R	16198000	16203083	2126
FBgn0051287	CG31287	3R	16203371	16204961	1425
FBgn0010438	mtSSB	3R	16204194	16205250	575
FBgn0040071	tara	3R	16225651	16260329	4855
FBgn0287225	bor	3R	16261355	16264115	2457
FBgn0020407	asun	3R	16264271	16266891	2497
FBgn0020399	Mst89B	3R	16267012	16268433	1287
FBgn0261286	Mat89Ba	3R	16268329	16272415	3797
FBgn0250823	gish	3R	16272452	16304768	7405
FBgn0038412	Zip89B	3R	16305758	16308700	2011
FBgn0040271	Sulf1	3R	16310542	16339575	5307
FBgn0038414	CG6901	3R	16323415	16325128	1581
FBgn0038415	CG17929	3R	16325492	16327331	1670
FBgn0038416	CG17930	3R	16327849	16329622	1653
FBgn0283477	SF2	3R	16338943	16341988	2576
FBgn0038418	pad	3R	16342318	16345829	3276
FBgn0038419	CG14879	3R	16345825	16349226	2016
FBgn0027095	Manf	3R	16349404	16350801	847
FBgn0038420	CG10311	3R	16350786	16357015	1086
FBgn0038421	CG17931	3R	16357535	16359466	1515
FBgn0038422	js	3R	16360329	16368306	2599
FBgn0003513	ss	3R	16374434	16403690	5191
FBgn0051279	CG31279	3R	16430681	16432897	1582
FBgn0038424	Fntb	3R	16432998	16434740	1569
FBgn0038425	CG14881	3R	16434899	16436066	1054
FBgn0038426	mRpS33	3R	16436045	16436597	491
FBgn0038427	ema	3R	16436880	16441661	3590
FBgn0038428	Ttc1	3R	16441843	16443007	1111
FBgn0038429	CG14882	3R	16443207	16445010	1754
FBgn0044826	Pak3	3R	16445007	16453821	4983
FBgn0038431	CG10405	3R	16454492	16455797	929
FBgn0038432	CG14883	3R	16456052	16458233	1838
FBgn0250754	CG42232	3R	16458280	16469663	10901
FBgn0027053	CSN5	3R	16470099	16471406	1196
FBgn0038435	Gyc89Da	3R	16472601	16475477	2494
FBgn0038436	Gyc89Db	3R	16477110	16481070	2784
FBgn0004087	Dhfr	3R	16481167	16481878	662
FBgn0038437	Sdhaf3	3R	16481861	16482452	470
FBgn0038438	Der-2	3R	16482694	16484223	1390
FBgn0038439	Cad89D	3R	16484566	16495422	6918
FBgn0028381	Decay	3R	16499058	16501050	1111
FBgn0259244	CG42342	3R	16502770	16571363	7112
FBgn0038446	CG14903	3R	16573179	16573752	442
FBgn0038448	CG12783	3R	16611419	16613400	1684
FBgn0022344	CG10340	3R	16613398	16614391	938
FBgn0285925	Fas1	3R	16625238	16639771	4871
FBgn0015520	nonA-l	3R	16640205	16643112	2908
FBgn0038453	Arl6IP1	3R	16643605	16645171	1294
FBgn0038454	CG10324	3R	16645072	16647004	1811
FBgn0015019	CCT3	3R	16647605	16649978	2165
FBgn0015351	Mettl4	3R	16649981	16651157	1177
FBgn0038455	CG14907	3R	16651217	16652319	1103
FBgn0051217	modSP	3R	16652446	16655662	2289
FBgn0000014	abd-A	3R	16807214	16830049	5477
FBgn0288835	MSAmiP	3R	16831115	16896293	1754
FBgn0000015	Abd-B	3R	16927212	16972236	11791
FBgn0015011	AhcyL2	3R	16978439	16982158	1969
FBgn0038460	CG18622	3R	16983510	16987732	1272
FBgn0043069	MESK4	3R	16988814	16990419	1488
FBgn0038461	EMC2B	3R	16990334	16991878	1216
FBgn0051274	CG31274	3R	16993016	16994532	1399
FBgn0038462	EMC2A	3R	16994542	16996071	1230
FBgn0038463	CG3534	3R	16996446	16999449	1979
FBgn0266917	Sf3a1	3R	16999384	17002355	2558
FBgn0038465	Irc	3R	17002875	17007208	2390
FBgn0038466	CG8907	3R	17008269	17012533	2467
FBgn0004577	Pxd	3R	17014576	17027987	2630
FBgn0038467	Adsl	3R	17018780	17021120	2341
FBgn0038468	CG5225	3R	17028693	17030701	1835
FBgn0038469	CG4009	3R	17033588	17036045	2214
FBgn0038470	CG18213	3R	17036394	17040203	2997
FBgn0038471	Trm7-32	3R	17040682	17041895	1102
FBgn0038472	bdwf	3R	17041896	17043136	1185
FBgn0266053	Patr-1	3R	17043564	17048421	4285
FBgn0020493	Dad	3R	17054007	17070408	3906
FBgn0038473	Ns1	3R	17070523	17072675	1895
FBgn0038474	mRpS11	3R	17072732	17073795	729
FBgn0038475	Keap1	3R	17073942	17079945	3447
FBgn0038476	kuk	3R	17080244	17084781	2433
FBgn0266465	GckIII	3R	17085513	17087988	2476
FBgn0038478	cal1	3R	17088280	17091938	3602
FBgn0014141	cher	3R	17091533	17125389	9428
FBgn0085307	CG34278	3R	17120465	17120808	344
FBgn0261847	CG42779	3R	17121577	17122087	511
FBgn0038481	CG17475	3R	17129339	17130426	1088
FBgn0038484	CG5246	3R	17136111	17137195	1085
FBgn0038487	TwdlW	3R	17141208	17142404	1126
FBgn0038488	m-cup	3R	17144475	17149412	3792
FBgn0264291	Det	3R	17149667	17150455	651
FBgn0038490	Smug	3R	17150587	17151630	983
FBgn0038491	CG5292	3R	17151861	17153771	1855
FBgn0038492	Mur89F	3R	17152995	17202130	7334
FBgn0051262	CG31262	3R	17217116	17223074	2341
FBgn0038494	beat-IIb	3R	17232253	17265049	2456
FBgn0038499	Brf	3R	17374833	17391337	2975
FBgn0262871	lute	3R	17379944	17390265	4070
FBgn0028992	sds22	3R	17391594	17393020	1354
FBgn0025456	CREG	3R	17393272	17394640	1010
FBgn0038504	Sur-8	3R	17395199	17402515	4681
FBgn0000564	Eh	3R	17446642	17448858	704
FBgn0261046	Dscam3	3R	17473935	17505667	8512
FBgn0038515	CG5823	3R	17532325	17534587	1850
FBgn0038516	P5cr-2	3R	17534815	17537136	1452
FBgn0010926	l(3)07882	3R	17535533	17539963	4315
FBgn0025571	SF1	3R	17540421	17545148	3112
FBgn0038519	Prx3	3R	17545222	17546531	1017
FBgn0264005	Hmx	3R	17558930	17569097	3384
FBgn0038524	sll	3R	17606106	17608541	1994
FBgn0038527	CG14324	3R	17618281	17618799	464
FBgn0038528	CG14326	3R	17619100	17619688	524
FBgn0038530	AttD	3R	17625268	17626086	742
FBgn0262794	CG43175	3R	17630717	17645262	684
FBgn0038532	CG14322	3R	17647679	17669985	5917
FBgn0038533	CG7523	3R	17669144	17670895	1134
FBgn0000063	Mps1	3R	17671271	17673828	2141
FBgn0038535	alt	3R	17673732	17682515	4464
FBgn0038536	CG7655	3R	17682669	17683773	1046
FBgn0051251	CG31251	3R	17683740	17684915	1060
FBgn0051360	CG31360	3R	17685097	17685807	649
FBgn0051249	CG31249	3R	17685689	17687071	1176
FBgn0261885	osa	3R	17687818	17718350	10723
FBgn0261987	Pxt	3R	17719454	17722955	2716
FBgn0016650	Lgr1	3R	17725777	17733207	3222
FBgn0038541	TyrRII	3R	17736611	17747470	4428
FBgn0038542	TyrR	3R	17750129	17763188	5491
FBgn0262562	CG43102	3R	17768272	17794490	12189
FBgn0038545	pasi1	3R	17795075	17796317	874
FBgn0038546	CG7379	3R	17796376	17798304	1787
FBgn0038547	CG17803	3R	17798877	17801512	2238
FBgn0038548	CG17806	3R	17801542	17803260	1613
FBgn0038549	Nnk	3R	17803225	17805249	1706
FBgn0038550	CG17801	3R	17805679	17807085	1220
FBgn0038551	Odj	3R	17807407	17809222	1645
FBgn0038552	Alg1	3R	17809401	17811134	1615
FBgn0261649	tinc	3R	17811541	17872507	7148
FBgn0053547	Rim	3R	17872748	17916578	14257
FBgn0263995	cpo	3R	17919832	18018892	11566
FBgn0000477	DNaseII	3R	18019375	18021161	1228
FBgn0038564	CG7785	3R	18021600	18023689	1747
FBgn0038565	CG7794	3R	18023707	18025378	1549
FBgn0010389	htl	3R	18045216	18052984	4094
FBgn0003499	sr	3R	18090803	18135583	8113
FBgn0038569	CG7218	3R	18161392	18164397	2543
FBgn0022943	Cbp20	3R	18164661	18165439	600
FBgn0038570	Prx5	3R	18165442	18167273	1449
FBgn0038571	CG7215	3R	18165442	18167273	1449
FBgn0042693	wrd	3R	18167757	18180049	7793
FBgn0261532	cdm	3R	18179275	18183479	3691
FBgn0038575	CG7208	3R	18183656	18185715	1744
FBgn0038576	Arp5	3R	18185498	18187875	2320
FBgn0038577	CG12321	3R	18187805	18188707	903
FBgn0038578	MED17	3R	18189072	18191265	2060
FBgn0038579	CG14313	3R	18191244	18191967	652
FBgn0011481	Ssdp	3R	18192494	18199595	5521
FBgn0028499	CG7985	3R	18199857	18215001	2729
FBgn0038581	CG14314	3R	18216142	18218014	1606
